"game_id","name","genre","description","rating"
1113,"Fall Guys: Ultimate Knockout","Action, Sports, Casual, Massively Multiplayer, Indie","Fall Guys Ultimate Knockout flings hordes of contestants together online in a mad dash through round after round of escalating chaos until one victor remains! Battle bizarre obstacles, shove through unruly competitors, and overcome the unbending laws of physics to avoid both humiliation and elimination. Leave your dignity at the door and prepare for hilarious failure in your quest for the crown!
Massive Online Pandemonium Dive into a series of ridiculous challenges and wild obstacle courses with 100 competitors online, all with the hopes of making the cut and advancing to the next round of mayhem.
Competitive  Cooperative Shift between brutally competitive free-for-alls and cooperative challenges where only the winning team advance to the next round!
Comically Physical Watch in delight as your fellow competitors bend, bounce, and bash their way to hilarious, physics-based failure!
Delightfully Customizable Fail in style with everything from fashionable pineapple couture to the latest in bunny hats available to customize your look in Fall Guys.",0
1114,"NieR:Automata","Action, RPG","NieR Automata is an action RPG, a sequel to Nier and a spin-off to the Drakenguard series. The story is set in the middle of the war between humans and machines where you take on the role of an android warrior called 2B. The story develops around the theme of androids' ability to feel and make their own decisions.
The gameplay of NieR Automata combines RPG elements, such as character progression,  with action-based combat and some platforming features, including climbing and jumping over obstacles. Except for traditional light and heavy attacks, there are quick time events that if the completed result in a highly damaging counterattack. You can use four weapon types during the battles short swords, long swords, bracers, and spears. While you play as a robot, you can upgrade your body with special chips that increase your stats. 
The game is set in an open world and features numerous NPCs and side quests. You can explore it on foot as well as ride a wild animal or pilot a flying mech. There are also shops where you can get useful items including potions to restore health.",0
1115,"Mass Effect","Action, RPG","Mass Effect was the very start of the trilogy about Commander Shepard in his journey to save the universe from Reapers - an old civilisation that wants to kill every possible rational being in order to prevail any wars. You play as Shepard. With flexible backstory and different classes you travel to Eden Prime with Captain Anderson and Nihlus Kryik, you and your team must discover the mystery behind the attack on the human colony. In the process, it is revealed that another Spectre, Saron, has become rogue and escapes the planet to awoke Reapers and start a full-scale war with the galaxy.

For BioWare, third-person shooters with tactical elements is a very common genre. Four different weapons - automatic rifle, shotgun, pistol and sniper rifle can be obtained through the game with better characteristics. Also, you can level up your protagonist and his squad to gain better stats and new skills. Dialogue panel is simple yet efficient - you choose the style of your approach and build a reputation of a hero or a renegade. With this options in hand, you can build your own story as Commander Shepard in saving the Milky Way Galaxy.",0
1116,"Hades","Action, Adventure, RPG, Indie","Hades is a rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre.

BATTLE OUT OF HELL
As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt.

UNLEASH THE FURY OF OLYMPUS
The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go.

BEFRIEND GODS, GHOSTS, AND MONSTERS
A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience hundreds of unique story events as you learn about what's really at stake for this big, dysfunctional family.

BUILT FOR REPLAYABILITY
New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home.

NOTHING IS IMPOSSIBLE
Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test.

SIGNATURE SUPERGIANT STYLE
The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force spectacular hand-painted Underworld environments and a blood-pumping original score bring the Underworld to life.",0
1117,"Monster Hunter: World","Action, Adventure, RPG","Monster Hunter World is the fifth game in the Japanese franchise Monster Hunter, which is about hunting giant beasts. It is set in a medieval fantasy setting, on a continent known as the New World that is being colonized by the humans from the Old World. The plot revolves around a dragon migration called Elder Crossing. Your protagonist is a hunter, whose name and appearance can be customized. You traveled from the Old World to study and hunt the dragons and other local monsters.  
The hunter, accompanied by an assistant, starts at the city of Astera, from where they can freely wander the open world. There are six regions in the New World, each with its own base camp. The camps are where you have to thoroughly prepare before every expedition, gathering equipment and provision. Before you can fight monsters, they need to be tracked down using Scout flies and studied to discover their habits, strengths, and weaknesses. There are no character levels, so your hunters effectiveness relies on the hunting gear you have equipped. Advanced armor and weapons can be created using a detailed crating system. Many items that you found on missions, including body parts of monsters, can be used for crafting.",0
1118,"Bastion","Action, Adventure, RPG, Indie","After the Calamity, most of the world was destroyed and seemingly everyone was turned to stone, except the Kid. As the Kid, players will have to flee collapsing city, in order to reach the Bastion, where the games narrator Rucks, will instruct players to collect the Cores. Most of the story will be told through the narration and music. 

Bastion is an action role-playing game with an isometric overview of the map. As players progress across the levels they will find and unlock collectible items and weapons. After completing said levels the Kid will find Cores, that are used to upgrade the Hub are of Bastion and unlock more features, like a blacksmith, arsenal or an item shop. Any level can be replayed if players missed any items or if theyre short on currency, called fragments. The Kid will also encounter challenge levels, where players will have to successfully use collected weapons under a time limit.

Key Features
 Action-packed combat rewards playing with finesse
 Hours of reactive narration delivers a deep story
 Stunning hand-painted artwork in full 1080p resolution
 Critically-acclaimed original music score
 Controls custom-tailored to PC plus gamepad support
 10 unique upgradeable weapons to be used
 6 powerful Bastion structures to be discovered
 'New Game Plus' and 'Score Attack' modes unlocked after finishing the story
 'No-Sweat Mode' lets players of any skill level enjoy the story",0
1119,"Mad Max","Action, Adventure","Although Mad Max is not related to the film series, it is based on its universe. Max Rockatansky is trying to reach the ""Plains Of Silence"", place in which he believes he will finally find peace. He is confronted by a group of War Boys led by Scabrous Scrotus. Beating Max up and stealing everything from him, they leave him in the desert to face his death. Recovering from his injuries, he chases Scrotus in a duel but fails to defeat him. Wandering in the desert, he meets a technic named Chumbucket that helps him to build a new machine and revenge Scrotus. 

Being in such esthetics, Max is able to travel in an open world post-apocalyptic universe of Mad Max. Utilizing driving as a primary mechanic, you are able to confront and battle your way out on the car while armed with different weapons. Flamethrowers, turbo-boosts, basically anything that may come handy. You can have your preference for playing stealthy or aggressive. To drive, you need gasoline and to customise your car you need experience which you will get over time. Experience all the consequences of being a survivor by driving through the wasteland.",0
1120,"Paladins","Action, Shooter","Paladins (also known as Paladins Champions of the Realm) is a free-to-play multiplayer first-person shooter. The game is, according to developers, influenced by Team Fortress 2 and is an example of hero shooter subgenre a type of multiplayer shooter in which you choose to play as one of the pre-made characters with unique abilities and weapons.  
The primary game mode in Paladins is the siege. Two teams are fighting for the capture point in the center of the map. When a team successfully seizes the capture point, it gets 1 Objective Point, and the Payload spawns for them. Now they must escort the Payload to the enemys base to get additional Objective Point. The hostile team can, however, steal the Payload to get Objective Point themselves. Once a team gets 4 Objective Points, it wins the match. 
There are more than 38 heroes (or champions as they are called in the game) available in Paladins. Initially, the player has access to 5 of them at any time, and 4 more are in a two-week rotation. To permanently get any other champion, the player has to buy the champion via in-game currency or buy the champions pack for real money.",0
1121,"Batman: Arkham City - Game of the Year Edition","Action, Adventure","Batman Arkham City is the second game in the Arkham series. Joker has escaped from Arkham Asylum, and Doctor Hugo Strange is capturing Bruce Wayne. Strange discovers the true identity behind the Batman and tries to kill him, but Wayne escapes from the prison and saves the Catwoman from Two-Face. Trying to acknowledge the mysterious ""Protocol 10"" he finds Joker in devastating state - fatal infection slowly kills. Joker infects Batman and every Gotham hospital.

Arkham City involves legendary Kevin Conroy and Mark Hammil coming back as Bruce Wayne and Joker, gifting their voices one more time. Noir Gotham atmosphere is supported by a grim plot and very live surroundings. The gameplay is still concentrating on simple but comforting fighting system making fights feel very fast and intense. In solving puzzles and gaining a tactical advantage, Batman can use different gadgets, as Batarang or a grapnel gun. You can silently dive and kill your enemies and use your detective skills to find clues about villains your facing, becoming as close to Batman, as possible.",0
1122,"ARK: Survival Evolved","Action, Adventure, RPG, Massively Multiplayer, Indie","As a man or woman stranded naked, freezing and starving on the shores of a mysterious island called ARK, you must hunt, harvest resources, craft items, grow crops, research technologies, and build shelters to withstand the elements. Use your cunning and resources to kill or tame  breed the leviathan dinosaurs and other primeval creatures roaming the land, and team up with or prey on hundreds of other players to survive, dominate... and escape!
Dinosaurs, Creatures,  Breeding! -- over 100 creatures can be tamed using a challenging capture--affinity process, involving weakening a feral creature to knock it unconscious, and then nursing it back to health with appropriate food. Once tamed, you can issue commands to your tames, which it may follow depending on how well youve tamed and trained it. Tames, which can continue to level-up and consume food, can also carry Inventory and Equipment such as Armor, carry prey back to your settlement depending on their strength, and larger tames can be ridden and directly controlled! Fly a Pterodactyl over the snow-capped mountains, lift allies over enemy walls, race through the jungle with a pack of Raptors, tromp through an enemy base along a gigantic brontosaurus, or chase down prey on the back of a raging T-Rex! Take part in a dynamic ecosystem life-cycle with its own predator  prey hierarchies, where you are just one creature among many species struggling for dominance and survival. Tames can also be mated with the opposite gender, to selectively breed successive generations using a trait system based on recombinant genetic inheritance. This process includes both egg-based incubation and mammalian gestation lifecycles! Or put more simply, raise babies!
You must eat and drink to survive, with different kinds of plants  meat having different nutritional properties, including human meat. Ensuring a supply of fresh water to your home and inventory is a pressing concern. All physical actions come at a cost of food and water, long-distance travel is fraught with subsistence peril! Inventory weight makes you move slower, and the daynight cycle along with randomized weather patterns add another layer of challenge by altering the temperature of the environment, causing you to hunger or thirst more quickly. Build a fire or shelter, and craft a large variety of customizable clothing  armors, to help protect yourself against locational damage  extreme temperatures using the dynamic indooroutdoor insulation calculation system!
By chopping down forests full of trees and mining metal and other precious resources, you can craft the parts to build massive multi-leveled structures composed of complex snap-linked parts, including ramps, beams, pillars, windows, doors, gates, remote gates, trapdoors, water pipes, faucets, generators, wires and all manner of electrical devices, and ladders among many other types. Structures have a load system to fall apart if enough support has been destroyed, so reinforcing your buildings is important. All structures and items can be painted to customize the look of your home, as well as placing dynamically per-pixel paintable signs, textual billboards, and other decorative objects. Shelter reduces the extremes of weather and provides security for yourself and your stash! Weapons, clothing  armor gear can also be painted to express your own visual style.
Pick seeds from the wild vegetation around you, plant them in plots that you lay down, water them and nurture them with fertilizer (everything poops after consuming calories, which can then be composted, and some fertilizer is better than others). Tend to your crops and they will grow to produce delicious and rare fruits, which can also be used to cook a plethora of logical recipes and make useful tonics! Explore to find the rarest of plant seeds that have the most powerful properties! Vegetarians  vegans can flourish, and it will be possible to master and conquer the ARK in a non-violent manner!
By bringing sufficient rare sacrificial items to special Summon locations, you can capture the attention of the one of the ARKs god-like mythical creatures, who will arrive for battle. These gargantuan monstrosities provide an end-game goal for the most experienced groups of players and their armies of tames, and will yield extremely valuable progression items if they are defeated.
Create a Tribe and add your friends to it, and all your tames can be commanded by and allied to anyone in your Tribe. Your Tribe will also be able to respawn at any of your home spawn points. Promote members to Tribe Admins to reduce the burden of management. Distribute key items and pass-codes to provide access your shared village!
All items are crafted from Blueprints that have variable statistics and qualities, and require corresponding resources. More remote and harsh locales across the ARK tend to have better resources, including the tallest mountains, darkest caves, and depths of the ocean! Level-Up your player character by gaining experience through performance actions, Level-Up your tames, and learn new ""Engrams"" to be able to craft Items from memory without the use of blueprints, even if you die! Customize the underlying physical look of your character with hair, eye, and skin tones, along with an array of body proportion modifiers. As you explore the vast ARK, you'll find clues left by other Survivors who have made the ARK their home in ages past, in the form of collectible detailed 3D ""Explorer Notes"". By uncovering all of these, you can begin to piece together the true nature of the ARK, and discover its purpose!
Everything you craft has durability and will wear-out from extended use if not repaired, and when you leave the game, your character remains sleeping in the persistent world. Your inventory physically exists in boxes or on your character in the world. Everything can be looted  stolen, so to achieve security you must build-up, team-up, or have tames to guard your stash. Death is permanent, and you can even knock out, capture, and force-feed other players to use them for your own purposes, such as extracting their blood to for transfusions, harvesting their fecal matter to use as fertilizer, or using them as food for your carnivorous tames!
The mysterious ARK is a formidable and imposing environment, composed of many natural and unnatural structures, above-ground, below-ground, and underwater. By fully exploring its secrets, youll find the most exotic procedurally randomized creatures and rare blueprints. Also to be found are Explorer Notes that are dynamically updated into the game, written by previous human denizens of the ARK from across the millennia, creatively detailing the creatures and backstory of the ARK and its creatures. Fully develop your in-game ARK-map through exploration, write custom points of interest onto it, and craft a Compass or GPS coordinates to aid exploring with other players, whom you can communicate with via proximity text  voice chat, or long-distance radio. Construct  draw in-game signs for other players to help them or lead them astray...  And yet.. how do you ultimately challenge the Creators and Conquer the ARK? A definitive end-game is planned.
On the 100 player servers, your character, everything you built, and your tames, stay in-game even when you leave. You can even physically travel your character and items between the network of ARK's by accessing the Obelisks and uploading (or downloading) your data from the Steam Economy! A galaxy of ARKs, each slightly different than the previous, to leave your mark on and conquer, one at a time -- special official ARKs will be unveiled on the World-map for limited times in singular themed events with corresponding limited-run items! Furthermore, you can now design or randomize your own unique 'Procedurally Generated ARKs', for infinite replayability and endless surprises.
You can play single-player local games, and bring your character and items between unofficial player-hosted servers, back and forth from singleplayer to multiplayer. Mod the game, with full Steam Workshop support and customized Unreal Engine 4 editor. See how we built our ARK using our maps and assets as an example. Host your own server and configure your ARK precisely to your liking. We want to see what you create!
The over-the-top hyper real imagery of the ARK its creatures is brought to expressive life using a highly-customized Unreal Engine 4, with fully dynamic lighting  global illumination, weather systems (rain, fog, snow, etc)  true-to-life volumetric cloud simulation, and the latest in advanced DirectX11 and DirectX12 rendering techniques. Music by award-winning composer of ""Ori and the Blind Forest"", Gareth Coker!",0
1123,"Middle-earth: Shadow of War","Action, RPG","Middle-earth Shadow of War is a continuation of Middle-earth Shadow of Mordor
The game operates on the world and the characters of the books of JRR Tolkien. However, it will be more accurate to say that the game is closer to the cinematic version of this story, created by director Peter Jackson. This is noticeable both in the visual solutions of some locations, and in the events themselves and their location in time relative to each other.

Judging by the events, the game takes place between the events of the books ""The Hobbit"" and ""The Lord of the Rings"". However, in the game there are also such events as the fall of the city-fortress of Minas Ithil and its transformation into Minas Morgul - in books these events occur several thousand years earlier.

As in Middle-earth Shadow of Mordor, in the game Middle-earth Shadow of War, the Nemesis system operates. This system provides a change in the world of the game and its inhabitants from the actions of the player. Therefore, each passage differs from other passages. For the game Middle-earth Shadow of War, the Nemesis system has been improved.

If the player has the game Middle-earth Shadow of Mordor, he can transfer to Middle-earth Shadow of War some characters from the previous game - one enemy and one ally.

The player controls Talion. Taleon is obsessed with the spirit of the elven ruler of Celebrimbor. Taleon tries to use one of the rings of power to build an army of orcs and trolls and fight with Sauron and his generals.",0
1124,"Cities: Skylines","Strategy, Simulation","Cities Skylines is a traditional city-building game, which allows players to experience urban planning in all aspects including zoning, road placement, transportation, taxation, and improvement of welfare. Therefore, within the game players are able to assume roles of citys principal architect and mayor. The history of the city, in control of the player, begins with the 2-by-2 kilometers plot of land and a sum of money to start with. Players have to zone the city, build roads, explore the surroundings, provide infrastructure and jobs to attract new citizens. Once the newcomers settle down, the immediate reaction is expected to establish public services and to set proper taxes. Progressing within the game and developing the city will unlock new upgrades of the urban environment and lead to the territorial expansion. The gameplay also requires the control of several citys parameter scales like budget, health, employment, and pollution. The game also features a creative sandbox mode, where the architects imagination is not restricted in any way.",0
1125,"Bloodborne","Action, RPG","Bloodborne is an action-RPG and another member of souls-like title series. The game has no predecessors or successors, making it the only entry with one add-on The Old Hunters. The Bloodborne universe, however, also includes a comics and a board game.

Generally resembling the Dark Souls series, Bloodborne, however, has some different mechanics and the pace of combat is increased thanks to the risk-rewarding battle system. Another difference is multiplayer, which comes in two kinds you can summon other players into your game and fight bosses side by side or you can fight impostors, who are other players invading your playthrough.

Throughout the game, you are forced to explore an enormous open world of Yharnam, which looks like alternate universe Lovecraft-inspired Victorian-era England, as The Hunter. You meet horrific bosses, explore vast areas, houses and open spaces while continually dodging, attacking and trying not to get killed by a massive number of hostile NPCs.",0
1126,"Minecraft","Action, Simulation, Arcade, Massively Multiplayer, Indie","One of the most popular games of the 2010s, Minecraft allows you to rebuild the environment around you. The world of the game is open, infinitely wide, and procedurally generated. It is composed of small 3D cubes that represent specific types of materials or terrain. The gameplay is centered on mining and building various structures of your choice. You can also craft items like tools, weapons, and armor. There's an option to shift to the first or the third person view.
Minecraft includes multiple modes that dramatically change the focus of the game. Survival and Adventure modes require the player to gather resources, hunt for food and fight monsters to survive. In the Hardcore mode, theres even permanent death. Creative mode, by contrast, offers you to freely explore the world and construct whatever you want with unlimited resources. Theres also a multiplayer mode that allows the players to share their worlds and engage in the traditional MMO activities, such as player-vs-player combat.
Minecrafts crude visual style, reminiscent of Lego cubes, became an iconic part of the popular culture. There are many myths and fan fiction surrounding the game, such as the legend of Herobrine, a rumored character that officially doesnt exist.",0
1127,"Resident Evil 7: Biohazard","Action, Shooter, Adventure","Resident Evil 7 Biohazard is the latest installment in the Resident Evil series. For 13 long years, Resident Evil series were rejecting the survival-horror aspect and atmosphere of first original games in the series mainly released in nineties on PlayStation one system. From the famous Resident Evil 4 until Resident Evil 6, the series went full-force into action genre leaving horror elements behind and hard-core fans disappointed. Finally, Capcom realized that Resident Evil needs a change and Resident Evil 7 Biohazard delivers those changes at its fullest. First of all, the camera angle changed from over the shoulder view into first-person mode. Another change is that survival-horror elements are back together with light puzzle solving, inventory management and maze-like mansion in which the main story of the game happens. The player controls Ethan Winters who is searching for his lost wife in a dark mansion filled with horrible creatures and insane family. 
Resident Evil 7 Biohazard can also be played with virtual reality setup and its known as one of the best games which supports VR.",0
1128,"Titanfall 2","Action, Shooter","Now Titanfall 2 has a full-scale story campaign. The main plot is the confrontation of the people's Militia against the IMC Corporation, which seeks to destroy the rebels of the Frontier, a region of star systems that will allow them to get control over their resources.

You play as Jack Cooper, a soldier who dreams of becoming an elite pilot with advanced technology and a personal Titan - a fighting machine. Captain Tai Lastimosa trained Cooper and prepared for his candidacy. During the task of finding the missing Major Anderson, who had the information about the plans of the IMC. The entire squad of Cooper, including Lastimosa, dies in the attack of IMC mercenaries. The Captain gives his Titan to Cooper.

As the first part of the game, it is a first-person shooter in which you can control the pilot and exoskeleton ""Titan"". The pilot has a diverse arsenal of abilities that allow you to jump and run on steep walls with the help of the ""jump pilot module"". These abilities can be used with each other to move through the game locations quickly.

With enough points, the player can call the Titan, landing from the sky. They are much slower than pilots but have more powerful weapons.",0
1129,"Journey","Adventure, Family, Indie","Journey is an indie game placed in a setting of the vast desert. The protagonist is a nameless and speechless figure moving towards the distant mountain. The player gets to know the story without words, but rather through cutscenes. The main character wears a magical scarf, which allows flying for some time, and recharges it with gathered cloth or simply by walking. From time to time the protagonist finds collectible items and discover ruins that can give additional information about the world or the storyline. The only way of interaction with in-game objects is a shout. 

The game transfers the atmosphere of an absolute loneliness. However, during the journey the character can meet other players controlling differently dressed, but generally the same figures. Wandering together can be helpful for both players, as they are able to charge one anothers scarves. The thing is that both players cannot communicate each other in any way, except producing noises. Together players can complete levels and continue moving to their final destination.",0
1130,"Batman: Arkham Asylum Game of the Year Edition","Action, Adventure, Platformer","Batman Arkham Asylum is the first game in Warner Brothers action-adventure franchise Batman Arkham. The game takes places in fictional Asylum on Arkham Island near Gotham City where dangerous and mentally unstable criminals are kept.  
The story follows Batman as he captures Joker after his assault on Gotham City Hall. The game starts when Batman accompanies convoy that transfers Joker to the Arkham Asylum. With the help from Harley Queen and corrupted police officers, Joker manages to escape. He releases his gang members takes over the Asylum. Now Batman must defeat Joker, restore order in Arkham and save Gotham from bombs that Joker planted in it. During the game, the player meets several characters from Batman universe such as Scarecrow, Killer Croc, Poison Ivy, Commissioner Gordon and others.  
The gameplay is a mix of action sequences, investigations and puzzle solving. In action sequences Batman has to defeat villains with brute force or stealthy, using his numerous gadgets.
The Game of the Year Edition of Batman Arkham Asylum includes support of 3D displays, two pairs of 3D glasses, and six previously released DLCs.",0
1131,"Unturned","Action, Shooter","Unturned is a low-poly survival game providing single or multiplayer experience. The main action takes place on 6 different maps (Prince Edward Island, Yukon, Washington, Germany and Russia) flooded with zombies. The story begins in the random location of the chosen map and lasts till the death. Playing for one of the few people not yet turned into a zombie, you should stay aware of various natural or unnatural dangers, gather required resources, and make your way through the tough survival. Survivors meet thirst, hunger, disease, injures, zombie bites, and other hostile players looking for safety. Since land, air and sea vehicles are available, players can choose the most suitable transport to explore the entire map. The gameplay stands for the wider opportunity of customization of pretty much everything in the in-game world, starting with simple object destruction and following to guns modification and shelters construction. In-app purchases do not actually affect the gameplay, but due to the cosmetic system, plenty of items (clothing and weapon skins) are purchasable or available in crates.",0
1132,"Warhammer: Vermintide 2","Action, Indie","Warhammer Vermintide 2 is a first-person action game with heavy emphasis on cooperative multiplayer, a sequel to 2015 game Warhammer End Times  Vermintide.  

Setting  
The game takes place in Warhammer Fantasy setting during the early days of the cataclysmic event known as The End Times. It continues the story of the original game. The five protagonists  heroes of Ubersreik, must face the evil forces of Skaven clan Fester and chaos warband Rotbloods.  

 Gameplay 
Warhammer Vermintide 2 consists of 13 missions divided into three acts. In each mission can choose one of five heroes and have to go from start to finish of the level, slaying hordes of enemies and to complete different tasks.
Each character has unique abilities, weapons, and progression system and serves a special role in the party. Every character has a melee weapon, ranged weapon, an active ability, several passive abilities and three careers to choose. The careers affect some of the characters stats, available equipment and set of abilities. From the start of the game, each character has one career, while the other two get unlocked with leveling-up. After completing each mission, each character gains a random piece of equipment such as new weapons or trinkets. The equipment you get becomes better and better during the game.",0
1133,"XCOM: Enemy Unknown","Strategy","Any alien invasion meets resistance in some form, so in this reboot of the series, players will take the mantle of the XCOM commander, and control the elite scientists and soldiers, in order to stop the threat. After successfully neutralizing scout ships, securing the crash site and retrieving civilians, XCOM personnel, and alien corpses, its clear that all of them are genetically and cybernetically altered, which starts the beginning of the arms race with the invaders.
During the missions X-COM Enemy Unknown is a turn-based tactical game, while in the downtime players will direct the organization, form units, oversee the research, expand the base of operations and manage resources. Complex combat consists of units taking turns to perform their actions with a top-down view of the battlefield. XCOM soldiers and aliens can take cover during battles, and miss their shots and attacks if anything affects their accuracy. Over the course of the game, players will be able to gain access to new technology while encountering new varied enemy types.",0
1134,"SEGA Mega Drive and Genesis Classics","Action, Adventure, RPG, Fighting, Platformer","Today it is not so hard to play old games. Emulators are available to anyone with almost any computer. And old memories are filling our minds with those amazing games we played in the past.

With this collection, you can relive your experiences with those games and play them all over again. The controls are now completely adapt for PC and still look very authentic despite new generation platforms. Some of the titles still support cooperative gameplay through Steam and in the workshop you can find new improvements to the old titles made by players for players. In this bundle, you can find any title you remember from Sega Mega Drive and Genesis - Sonic, Phantasy, Golden Axe, Virtua Fighter and Streets of Rage. Controls are now adapt not only for gamepads but also for the keyboard which means anyone can play it.",0
1135,"Fallout","RPG","Fallout franchise started in a very different way than we all know it by this day. As Bethesda started to develop Fallout franchise only from the third game, original Fallout was completely different.

The game starts in 2161, 84 years after a nuclear war destroyed most of the planet and turned into Wasteland. You can either create your protagonist or play as three pre-set options - Albert Cole, Max Stone or Natalia Dubrovhsky. When in Vault 13 water supplies start to malfunction via technical reasons, Overseer sends protagonist in a quest to find a replacement and save the Vault. Having Pip-Boy and some standard equipment, the Fallout world is absolutely open for exploration. 

Although being a completely different genre of the game, Fallout still uses the same systems as we know today. S.P.E.C.I.A.L. system of characters stats (strength, perception, endurance, charisma, intelligence, agility and luck) affect your skills in a variety from 0 to 200, as well as definitive straits that you choose only once for whole gameplay. Known to players as Karma, you can choose how to act in most of the situations and determine your reputation with other characters in the game.",0
1136,"Brutal Legend","Action, Strategy","Heavy Metal is a way of life and a world in itself, but Eddie Riggs found the real one, after the accident during a concert left him crushed by the scenery and making the involuntary blood sacrifice to the Ormagden. The action adventure game with the real-time strategy elements in the open world introduced a star voice cast, compiled by musicians that became prototypes for some of the characters players will encounter during the game. Aside from the main story, players will be able to encounter dozens of side missions that may vary from the defense battles to a race. When using his V-guitar named Clementine, Eddie can cast spells, called Solos, by a simple rhythm game, reminiscent of Guitar Hero. Some story missions are so-called Battles of the Bands, where players will fight the armies in a real-time strategy fashion, and winning by outperforming the enemy band and destroying the stage.",0
1137,"Undertale","RPG, Indie","Undertale is an independent role-playing game developed by Toby Fox.

Once upon a time, there were two races on Earth monsters and humans, but a war broke out between them and the latter won. Seven greatest mages sealed the monsters underground and left one entrance through a hole in the Ebott mountain. A lot of time passed since the war, but a human child accidentally falls down the mountain. Its goal is to get back out.

Undertale uses pixelated graphics and traditional mechanics of RPGs such as earning experience points, having an open world, and so on. As the game goes on, the player has to solve several puzzles and interact with NPCs. The battles in the game are represented using the bullet hell mini-games with the player having an option to choose where they want to spare their opponent or hit the enemy back. Monsters behavior depends on the player's actions if one decides to use a peaceful approach it will be easier to dodge the enemies attacks and vice versa. 

The game features a branching story and several endings. The ending the player gets depends on whether they spared or killed the monsters they encountered throughout the game.",0
1138,"Brothers: A Tale of Two Sons","Action, Adventure, Indie","Brothers - A Tale of Two Sons is a story about teamwork. Having a very curious setup, the story follows two brothers on a quest. With their mother dead and father being heavily ill, the only way to save is to bring water from the Tree of Life. But on their way, they will have to challenge the world and themselves. Villages, mountains and forests, bullies, trolls and wolves will await Naiee and Naia on their journey. 

With having such setup, the game found a perfect way to portray this world to the audience. The beautiful visual style and something in between adventure and a platformer make the game an exciting experience. Although that is not the most curious thing about the game. With having two brothers involved in a story, the game actually gives you an opportunity to control both of them. You can solve puzzles by simultaneously moving both of the characters. For example, one of your heroes must distract an enemy, and another is supposed to go behind. This amazing feature provides you with one of the most unique experiences as you play two characters at once.",0
1139,"Mafia II","Action, Shooter","Mafia II is the second game in the franchise about Italian mafia operating in America after World War II. Vito Scalleta returns from the war in Italy being wounded. As he returns and reunites with his friend Joe, he and Henry Tomassino convince Vito to be apart of an Italian mafia in fictional city Empire Bay. Starting to work for Alberto Clemente, Vito must go through every aspect of being a part of the family and become a big thing in it.

Even though the game has an open world mechanic, you won't probably explore it. Travelling to missions give an opportunity to listen to music of this time in America - Chuck Berry, Muddy Waters, Dean Martin and others, providing the game with a great atmosphere of the USA in its 50s. The gameplay has a variety of missions to offer, in which you can confront your enemies in melee combat, shoot them with different guns like M1911 or Thompson, or stealthily engaging your opponents. The game is pretty strict to the player reaching highest of empathy with Vito and every situation he's in.",0
1140,"Far Cry 5","Action, Shooter","Far Cry 5 is an open-world adventure first-person shooter developed by Ubisoft Montreal. It is the fifth main installment in the series.

Welcome to Hope County, Montana, where a violent religious doomsday cult appeared. You play as a junior deputy sheriff who gets trapped in the Hope County as all the ways out the county are now patrolled with cultists and all external communication is cut off. It is your job to free the county of cultists.

For the first time in the series, the game features a character creation screen. A wide range of weaponry which varies from pistols to grenade launchers is available to the player. Various vehicles are also at your exposal cars, planes, helicopters, and so on. 

The game puts a strong emphasis on building the resistance to the cultists. Players have to recruit the locals in order to have more fighters and gain reputation.

A welcome addition to the game is the so-called Guns For Hire system. It allows the players to choose one of the comrades that will follow them anywhere. For example, hiring a sniper will help the player spot enemy targets in the distance.

The whole game can be played in both singleplayer and co-op modes.",0
1141,"Psychonauts","Action, Platformer","Double Fine Productions and Tim Shafer are known for making very curious games out of amazing ideas. Psychonauts is exactly about some idea. You have to get inside people's mind and help them fight with their fears or memories from the past.

We follow a story of Raz, who runs away from the circus and goes to the summer camp for Psychonauts - people with special abilities. They refuse to teach him but allow him to participate in ""Basic Braining"" course. When his talent becomes clear, he's being invited to an experiment. After receiving a vision, he realises that there's a sinister plan behind the camp and only he can save everyone there.

The game exists in two different worlds - a real one and a mental one. If the real world leaves no question about it, the mental world is one of the most interesting features of the game. Twisted minds, memories from the past and deepest fears is something you are about to encounter with. Having a number of abilities like telekinesis or invisibility will help you cure a person's psychological issue.",0
